"Theme 1 - 2 : Persons by sex, age and marital status, 2006";;;;;;;;;;;;;
;"Marital Status";"Males - Total";"Males - Single";"Males - Married";"Males - Separated";"Males - Divorced";"Males - Widowed";"Females - Total";"Females - Single";"Females - Married";"Females - Separated";"Females - Divorced";"Females - Widowed"
;"85 years and over";3;0;2;0;0;1;5;0;1;0;0;4
;"Total";1321;707;548;27;17;22;1303;629;551;39;24;60
"066 Togher A";"80 - 84 years";9;0;6;0;0;3;14;1;2;0;0;11
;"85 years and over";6;1;1;0;0;4;8;0;1;0;1;6
;"Total";1010;548;390;23;13;36;1045;518;385;42;14;86
"067 Togher B";"80 - 84 years";9;0;6;0;0;3;19;0;4;0;0;15
;"85 years and over";0;0;0;0;0;0;3;0;0;0;0;3
;"Total";334;165;145;8;1;15;380;162;142;16;2;58
"068 Tramore A";"80 - 84 years";15;6;4;0;0;5;39;11;4;0;0;24
;"85 years and over";18;4;4;0;0;10;63;12;3;0;0;48
;"Total";361;222;102;11;6;20;485;257;117;7;5;99
"069 Tramore B";"80 - 84 years";10;0;9;0;0;1;34;4;4;2;0;24
;"85 years and over";9;2;4;0;0;3;18;1;2;0;0;15
;"Total";462;229;214;5;2;12;578;251;217;12;13;85
"070 Tramore C";"80 - 84 years";15;1;10;0;0;4;32;6;4;0;0;22
;"85 years and over";8;1;3;0;0;4;10;3;1;0;0;6
;"Total";1512;933;498;31;21;29;1620;933;487;56;39;105
"071 Turners Cross A";"80 - 84 years";17;11;4;0;0;2;26;10;4;0;0;12
;"85 years and over";8;2;2;0;0;4;19;6;2;0;0;11
;"Total";433;279;132;7;4;11;454;253;128;18;7;48
"072 Turners Cross B";"80 - 84 years";22;4;9;0;0;9;22;6;4;1;0;11
;"85 years and over";7;0;3;0;0;4;21;5;2;0;0;14
;"Total";613;338;230;11;3;31;600;265;228;18;6;83
"073 Turners Cross C";"80 - 84 years";9;2;3;0;0;4;8;1;3;0;0;4
;"85 years and over";1;0;0;0;0;1;6;1;0;0;0;5
;"Total";331;193;118;9;2;9;328;160;115;13;8;32
"074 Turners Cross D";"80 - 84 years";9;0;8;0;0;1;17;0;3;0;0;14
;"85 years and over";5;0;2;0;0;3;10;1;0;0;0;9
;"Total";212;99;100;2;4;7;266;115;97;5;3;46
"Cork County";"80 - 84 years";2019;425;1090;18;7;479;3206;484;561;14;10;2137
;"85 years and over";1241;265;530;5;2;439;2733;535;223;7;6;1962
;"Total";182365;101266;72239;3421;2193;3246;179512;89110;70933;4398;2621;12450
"001 Clonakilty Urban";"80 - 84 years";45;17;21;0;0;7;66;16;9;2;0;39
;"85 years and over";23;5;7;0;0;11;89;33;4;0;0;52
;"Total";1778;1034;615;50;28;51;1967;1032;614;63;33;225
"002 Cobh Urban";"80 - 84 years";33;4;13;1;0;15;61;13;9;0;0;39
;"85 years and over";25;4;9;0;0;12;60;12;5;0;0;43
;"Total";3255;1825;1169;119;54;88;3286;1644;1185;146;63;248
"003 Fermoy Urban";"80 - 84 years";16;5;7;0;0;4;25;12;0;0;0;13
;"85 years and over";12;1;3;0;0;8;19;7;0;0;0;12
;"Total";1162;630;453;28;23;28;1113;566;397;38;21;91
"004 Kinsale Urban";"80 - 84 years";19;5;10;0;0;4;27;5;9;0;0;13
;"85 years and over";7;2;2;0;0;3;17;3;0;0;0;14
;"Total";1142;624;404;35;45;34;1156;588;378;43;39;108
"005 Macroom Urban";"80 - 84 years";23;7;10;0;0;6;43;9;9;0;0;25
;"85 years and over";22;7;8;1;0;6;57;11;3;0;1;42
;"Total";1683;945;654;28;23;33;1724;885;577;55;21;186
"006 Mallow North Urban";"80 - 84 years";31;4;18;0;0;9;56;10;10;0;0;36
;"85 years and over";22;3;6;0;0;13;38;15;1;0;0;22
;"Total";2460;1399;900;64;44;53;2439;1304;839;82;45;169
"007 Mallow South Urban";"80 - 84 years";15;0;10;1;0;4;32;5;2;0;0;25
;"85 years and over";6;1;2;0;0;3;28;7;3;0;0;18
;"Total";1459;777;597;36;19;30;1506;677;580;71;18;160
"008 Midleton Urban";"80 - 84 years";30;7;13;0;0;10;50;21;3;1;1;24
;"85 years and over";19;6;6;0;0;7;57;19;2;0;0;36
;"Total";1987;1148;692;64;29;54;1947;1035;608;85;32;187
"009 Skibbereen Urban";"80 - 84 years";21;6;11;0;0;4;33;6;6;0;0;21
;"85 years and over";11;0;4;0;0;7;31;11;2;0;0;18
;"Total";1129;648;387;33;34;27;1209;616;367;53;57;116
"010 Youghal Urban";"80 - 84 years";46;12;25;0;0;9;70;22;10;1;0;37
;"85 years and over";23;6;5;2;0;10;45;15;3;1;0;26
;"Total";3178;1744;1203;103;49;79;3215;1629;1156;127;63;240
"011 Ballinadee";"80 - 84 years";1;0;1;0;0;0;3;0;1;0;0;2
;"85 years and over";0;0;0;0;0;0;2;0;0;0;0;2
;"Total";215;120;85;5;2;3;210;106;84;3;3;14
"012 Ballygroman";"80 - 84 years";3;0;3;0;0;0;10;0;2;0;0;8
;"85 years and over";3;0;3;0;0;0;2;0;1;0;0;1
;"Total";679;375;283;8;8;5;642;320;273;8;8;33
"013 Ballymodan";"80 - 84 years";19;2;15;0;0;2;46;7;11;0;0;28
;"85 years and over";9;0;5;0;0;4;35;7;0;0;0;28
;"Total";2111;1203;819;39;22;28;2139;1072;791;68;34;174
"014 Ballymurphy";"80 - 84 years";2;1;0;0;0;1;3;1;1;0;0;1
;"85 years and over";5;2;2;0;0;1;1;0;0;0;0;1
;"Total";455;264;177;8;1;5;403;206;179;1;3;14
"015 Bandon";"80 - 84 years";9;2;5;0;0;2;29;3;6;0;0;20
;"85 years and over";9;2;3;0;0;4;17;6;3;0;0;8
;"Total";890;530;289;37;13;21;831;426;271;27;18;89
"016 Baurleigh";"80 - 84 years";2;1;1;0;0;0;1;0;0;0;0;1
;"85 years and over";0;0;0;0;0;0;4;1;1;0;0;2
;"Total";167;97;64;5;1;0;134;53;63;4;1;13
"017 Bengour";"80 - 84 years";1;1;0;0;0;0;1;0;1;0;0;0
;"85 years and over";2;0;2;0;0;0;2;0;2;0;0;0
;"Total";129;66;62;1;0;0;127;60;62;0;0;5
"018 Boulteen";"80 - 84 years";5;1;2;0;0;2;3;0;0;0;1;2
;"85 years and over";0;0;0;0;0;0;3;0;0;0;0;3
;"Total";284;158;110;5;7;4;266;128;110;2;8;18
"019 Brinny";"80 - 84 years";9;1;6;0;0;2;11;3;2;0;0;6
;"85 years and over";4;2;1;0;0;1;9;0;0;0;0;9
;"Total";299;155;129;4;3;8;333;159;131;5;1;37
"020 Cashel";"80 - 84 years";4;0;3;0;0;1;3;0;0;0;0;3
;"85 years and over";2;0;0;0;0;2;2;0;0;0;0;2
;"Total";174;89;78;1;1;5;173;78;79;3;0;13
"021 Inishannon";"80 - 84 years";6;0;5;0;0;1;10;2;4;0;0;4
;"85 years and over";3;0;2;0;0;1;3;0;0;0;0;3
;"Total";855;472;350;15;7;11;819;406;350;23;10;30
"022 Kilbonane";"80 - 84 years";5;1;3;0;0;1;8;2;0;0;0;6
;"85 years and over";1;0;0;0;0;1;5;1;1;0;0;3
;"Total";577;327;237;6;1;6;544;275;236;7;2;24
"023 Kilbrittain";"80 - 84 years";3;1;2;0;0;0;1;0;0;0;0;1
;"85 years and over";3;0;2;0;0;1;3;1;0;0;0;2
;"Total";288;164;110;6;5;3;271;133;108;7;4;19
"024 Kilbrogan";"80 - 84 years";6;0;4;0;0;2;13;1;2;0;0;10
;"85 years and over";3;1;2;0;0;0;10;2;0;0;0;8
;"Total";763;409;322;9;10;13;766;361;317;17;7;64
"025 Knockavilly";"80 - 84 years";0;0;0;0;0;0;6;0;0;0;0;6
;"85 years and over";2;0;1;0;0;1;1;0;0;0;0;1
;"Total";200;121;76;2;0;1;184;88;79;3;0;14
"026 Knockroe";"80 - 84 years";1;0;1;0;0;0;5;1;0;0;0;4
;"85 years and over";1;0;1;0;0;0;3;1;0;0;0;2
;"Total";290;155;123;3;5;4;301;152;122;6;5;16
"027 Moviddy";"80 - 84 years";10;0;6;0;0;4;5;1;2;0;0;2
;"85 years and over";3;2;1;0;0;0;8;0;1;0;0;7
;"Total";656;374;256;13;2;11;632;304;257;21;7;43
"028 Murragh";"80 - 84 years";5;2;2;0;0;1;2;0;0;0;0;2
;"85 years and over";4;3;0;0;0;1;4;1;0;0;0;3
;"Total";230;137;84;2;0;7;193;97;81;1;0;14
"029 Rathclarin";"80 - 84 years";6;1;4;0;0;1;5;0;2;0;0;3
;"85 years and over";1;0;0;0;0;1;6;1;0;0;0;5
;"Total";295;158;130;1;2;4;302;130;132;6;5;29
"030 Teadies";"80 - 84 years";15;2;12;0;0;1;14;0;1;0;0;13
;"85 years and over";1;0;1;0;0;0;5;0;1;0;0;4
;"Total";411;220;169;8;4;10;404;178;163;12;7;44
"031 Templemartin";"80 - 84 years";5;2;3;0;0;0;8;0;1;0;0;7
;"85 years and over";0;0;0;0;0;0;3;0;0;0;0;3
;"Total";363;214;142;2;3;2;318;142;141;4;4;27
"032 Ahil";"80 - 84 years";0;0;0;0;0;0;1;0;0;0;0;1
;"85 years and over";1;0;1;0;0;0;2;0;0;0;0;2
;"Total";101;60;37;3;0;1;94;45;36;1;1;11
"033/046 Bantry Rural/Whiddy";"80 - 84 years";10;1;6;0;0;3;12;2;3;0;0;7
;"85 years and over";7;0;4;0;0;3;3;0;0;0;0;3
;"Total";520;276;213;11;5;15;513;238;214;8;9;44
"034 Bantry Urban";"80 - 84 years";31;12;12;0;0;7;64;15;7;0;1;41
;"85 years and over";25;3;10;0;0;12;55;12;2;0;0;41
;"Total";1611;922;564;40;33;52;1696;831;547;63;44;211
"035 Douce";"80 - 84 years";2;0;0;0;0;2;3;0;0;0;0;3
;"85 years and over";2;1;0;0;0;1;1;0;0;0;0;1
;"Total";127;80;40;3;0;4;111;54;41;7;1;8
"036 Durrus East";"80 - 84 years";0;0;0;0;0;0;2;0;0;0;0;2
;"85 years and over";0;0;0;0;0;0;2;1;0;0;0;1
;"Total";129;58;63;4;3;1;136;57;66;0;4;9
"037 Durrus West";"80 - 84 years";2;0;2;0;0;0;10;0;0;0;0;10
;"85 years and over";1;1;0;0;0;0;8;1;0;0;0;7
;"Total";313;178;118;11;1;5;337;159;121;9;13;35
"038 Glanlough";"80 - 84 years";3;0;1;0;1;1;1;1;0;0;0;0
;"85 years and over";0;0;0;0;0;0;1;0;0;0;0;1
;"Total";109;55;44;1;5;4;85;31;43;1;3;7
"039 Glengarriff";"80 - 84 years";5;0;3;0;0;2;10;2;3;0;1;4
;"85 years and over";12;0;8;0;0;4;5;0;2;0;0;3
;"Total";508;262;216;8;8;14;511;236;209;17;14;35
"040 Kealkill";"80 - 84 years";2;0;1;0;0;1;0;0;0;0;0;0
;"85 years and over";2;2;0;0;0;0;3;0;0;0;0;3
;"Total";252;135;104;3;4;6;252;129;106;3;2;12
"041 Kilcaskan";"80 - 84 years";7;3;4;0;0;0;12;2;2;0;0;8
;"85 years and over";10;1;7;0;0;2;10;1;3;0;0;6
;"Total";383;199;151;12;10;11;377;167;149;12;11;38
"042 Mealagh";"80 - 84 years";2;2;0;0;0;0;3;0;0;0;0;3
;"85 years and over";0;0;0;0;0;0;2;0;0;0;1;1
;"Total";176;104;63;6;2;1;158;71;64;5;5;13
"043 Scart";"80 - 84 years";3;0;2;0;0;1;0;0;0;0;0;0
;"85 years and over";1;1;0;0;0;0;3;0;1;0;0;2
;"Total";183;100;73;3;1;6;166;83;74;1;1;7
"044 Seefin";"80 - 84 years";1;0;0;0;0;1;3;0;0;0;0;3
;"85 years and over";2;1;0;0;0;1;5;1;0;0;0;4
;"Total";113;57;53;1;0;2;121;42;57;4;3;15
"045 Sheepshead";"80 - 84 years";2;1;1;0;0;0;5;1;2;0;0;2
;"85 years and over";4;1;3;0;0;0;4;0;1;0;0;3
;"Total";93;46;42;1;3;1;85;27;41;3;2;12
"047 Adrigole";"80 - 84 years";3;0;2;0;0;1;8;0;3;0;0;5
;"85 years and over";4;0;2;0;0;2;7;0;0;0;0;7
;"Total";257;142;101;2;2;10;204;71;102;1;4;26
"048 Bear";"80 - 84 years";1;0;1;0;0;0;4;1;2;0;0;1
;"85 years and over";3;1;1;0;0;1;1;0;0;0;0;1
;"Total";105;65;36;0;3;1;82;32;34;3;2;11
"049 Coulagh";"80 - 84 years";6;3;1;0;0;2;6;0;2;0;0;4
;"85 years and over";5;1;3;0;0;1;1;0;0;0;0;1
;"Total";272;164;90;5;3;10;235;112;91;3;5;24
"050 Curryglass";"80 - 84 years";3;0;2;0;0;1;6;1;0;0;0;5
;"85 years and over";1;0;0;0;0;1;6;1;0;0;0;5
;"Total";191;106;74;6;2;3;171;62;76;2;6;25
"051 Kilcatherine";"80 - 84 years";7;1;3;0;0;3;14;1;2;0;0;11
;"85 years and over";1;0;1;0;0;0;5;0;1;0;0;4
;"Total";424;235;163;11;5;10;370;151;162;3;10;44
"052 Killaconenagh";"80 - 84 years";13;4;8;0;0;1;20;6;2;0;0;12
;"85 years and over";13;3;1;0;0;9;22;4;1;0;0;17
;"Total";729;395;280;15;14;25;734;331;279;27;23;74
"053 Kilnamanagh";"80 - 84 years";6;3;2;0;0;1;7;0;1;0;0;6
;"85 years and over";4;0;3;0;0;1;4;0;1;0;0;3
;"Total";195;103;74;7;4;7;177;68;78;3;8;20
"054 Abbeymahon";"80 - 84 years";4;2;2;0;0;0;4;0;1;0;0;3
;"85 years and over";1;0;1;0;0;0;3;0;1;0;0;2
;"Total";305;163;127;6;5;4;289;123;130;4;3;29
"055 Ardfield";"80 - 84 years";2;0;2;0;0;0;9;0;0;0;0;9
;"85 years and over";2;1;0;0;0;1;2;0;0;0;0;2
;"Total";338;184;143;4;1;6;332;156;142;4;5;25
"056 Argideen";"80 - 84 years";4;1;3;0;0;0;1;0;0;0;0;1
;"85 years and over";1;0;0;0;0;1;3;1;0;0;0;2
;"Total";182;104;68;2;3;5;158;78;66;2;2;10
"057 Butlerstown";"80 - 84 years";2;0;2;0;0;0;4;0;1;0;0;3
;"85 years and over";1;0;0;0;0;1;6;1;2;0;0;3
;"Total";203;117;80;2;1;3;198;87;82;2;2;25
"058 Cahermore";"80 - 84 years";4;1;2;0;0;1;5;0;1;0;0;4
;"85 years and over";1;0;1;0;0;0;3;0;1;0;0;2
;"Total";190;106;77;2;3;2;176;78;77;1;4;16
"059 Castleventry";"80 - 84 years";0;0;0;0;0;0;0;0;0;0;0;0
;"85 years and over";1;1;0;0;0;0;2;0;0;0;0;2
;"Total";129;79;47;0;1;2;129;62;47;1;3;16
"060 Clonakilty Rural";"80 - 84 years";9;0;7;0;1;1;18;2;0;0;0;16
;"85 years and over";6;4;2;0;0;0;19;1;2;0;0;16
;"Total";748;413;301;12;10;12;755;372;300;12;9;62
"061 Coolcraheen";"80 - 84 years";1;1;0;0;0;0;10;1;1;0;0;8
;"85 years and over";1;1;0;0;0;0;9;0;0;0;0;9
;"Total";319;184;124;7;1;3;319;153;125;2;2;37
"062 Courtmacsherry";"80 - 84 years";6;0;4;0;0;2;8;1;1;0;0;6
;"85 years and over";2;1;1;0;0;0;5;1;0;0;0;4
;"Total";273;146;109;4;7;7;253;117;111;4;3;18
"063 Derry";"80 - 84 years";5;0;5;0;0;0;4;1;2;0;0;1
;"85 years and over";1;0;1;0;0;0;2;0;0;0;0;2
;"Total";241;142;94;0;3;2;210;93;93;0;4;20
"064 Kilkerranmore";"80 - 84 years";7;1;4;0;0;2;3;0;1;0;0;2
;"85 years and over";1;0;0;0;0;1;2;1;0;0;0;1
;"Total";245;135;101;4;0;5;218;89;99;5;1;24
"065 Kilmaloda East";"80 - 84 years";4;1;3;0;0;0;6;1;1;0;0;4
;"85 years and over";0;0;0;0;0;0;3;1;1;0;0;1
;"Total";165;90;72;0;2;1;154;74;72;1;0;7
"066 Kilmaloda West";"80 - 84 years";3;1;2;0;0;0;1;0;0;0;0;1
;"85 years and over";1;0;1;0;0;0;2;1;0;0;0;1
;"Total";108;62;44;0;1;1;94;44;45;0;0;5
"067 Kilmoylerane";"80 - 84 years";2;0;1;0;0;1;3;0;0;0;0;3
;"85 years and over";0;0;0;0;0;0;1;0;0;0;0;1
;"Total";133;74;50;2;4;3;127;60;52;1;1;13
"068 Kilnagross";"80 - 84 years";1;0;1;0;0;0;4;0;1;0;0;3
;"85 years and over";2;1;0;0;0;1;1;0;0;0;0;1
;"Total";302;180;115;4;0;3;278;141;117;3;2;15
"069 Knocks";"80 - 84 years";2;0;1;0;0;1;3;0;0;0;0;3
;"85 years and over";2;1;1;0;0;0;2;0;0;0;0;2
;"Total";173;103;62;0;4;4;150;71;63;1;3;12
"070 Rathbarry";"80 - 84 years";4;0;2;0;0;2;3;0;2;0;0;1
;"85 years and over";2;1;1;0;0;0;8;0;1;0;0;7
;"Total";239;127;95;5;4;8;227;97;96;5;1;28
"071 Rosscarbery";"80 - 84 years";6;1;2;0;0;3;19;4;4;0;0;11
;"85 years and over";1;1;0;0;0;0;7;2;1;0;0;4
;"Total";450;234;189;10;5;12;479;215;193;11;13;47
"072 Rossmore";"80 - 84 years";0;0;0;0;0;0;3;1;0;0;0;2
;"85 years and over";0;0;0;0;0;0;2;1;0;0;0;1
;"Total";134;74;54;0;4;2;140;68;52;1;4;15
"073 Templeomalus";"80 - 84 years";6;0;4;0;0;2;7;0;3;0;0;4
;"85 years and over";4;0;2;0;0;2;3;0;1;0;0;2
;"Total";361;201;146;2;4;8;347;159;146;7;4;31
"074 Timoleague";"80 - 84 years";5;0;2;0;0;3;7;1;0;0;0;6
;"85 years and over";2;0;1;0;0;1;4;0;1;0;0;3
;"Total";355;177;157;6;6;9;307;141;121;6;5;34
"075 Ballincollig";"80 - 84 years";41;8;23;0;0;10;80;15;11;0;1;53
;"85 years and over";32;5;15;0;0;12;68;12;11;0;0;45
;"Total";8066;4575;3163;135;85;108;8242;4376;3127;263;130;346
"076 Ballygarvan";"80 - 84 years";5;1;2;0;0;2;10;5;2;0;0;3
;"85 years and over";5;1;2;0;0;2;21;2;0;0;0;19
;"Total";822;458;335;14;4;11;795;382;339;11;10;53
"077 Ballynaglogh";"80 - 84 years";5;1;3;0;0;1;8;0;1;0;0;7
;"85 years and over";1;0;0;0;0;1;0;0;0;0;0;0
;"Total";180;99;77;1;1;2;177;82;77;2;2;14
"078 Bishopstown (part)";"80 - 84 years";2;0;2;0;0;0;1;0;1;0;0;0
;"85 years and over";0;0;0;0;0;0;0;0;0;0;0;0
;"Total";51;28;21;1;1;0;53;28;21;1;1;2
"079 Blackpool";"80 - 84 years";5;0;5;0;0;0;7;0;2;0;0;5
;"85 years and over";3;1;1;0;0;1;3;0;0;0;0;3
;"Total";426;222;191;5;3;5;444;214;194;5;3;28
"080 Blarney";"80 - 84 years";26;2;17;0;1;6;40;8;5;0;0;27
;"85 years and over";16;3;8;0;0;5;36;8;6;0;0;22
;"Total";2575;1404;1040;55;35;41;2649;1349;1031;84;40;145
"081 Caherlag";"80 - 84 years";14;2;8;0;0;4;33;3;10;1;0;19
;"85 years and over";19;3;8;0;0;8;25;1;2;0;0;22
;"Total";3323;1795;1392;57;41;38;3232;1616;1348;64;55;149
"082 Carrigaline";"80 - 84 years";21;0;16;0;0;5;47;3;13;1;0;30
;"85 years and over";18;0;13;0;0;5;31;2;3;0;0;26
;"Total";5468;2976;2277;97;66;52;5501;2861;2151;165;95;229
"083 Carrignavar";"80 - 84 years";6;1;2;0;0;3;8;2;1;0;0;5
;"85 years and over";5;3;1;0;0;1;4;3;0;0;0;1
;"Total";605;323;262;6;2;12;574;282;264;8;2;18
"084 Carrigrohane Beg";"80 - 84 years";15;0;8;0;0;7;20;1;7;0;0;12
;"85 years and over";10;3;3;0;0;4;16;1;1;0;0;14
;"Total";792;399;356;13;5;19;771;329;356;16;5;65
"085 Cobh Rural";"80 - 84 years";18;1;12;0;0;5;39;3;12;0;0;24
;"85 years and over";4;0;3;0;0;1;22;1;0;0;0;21
;"Total";3196;1862;1175;83;38;38;3143;1691;1152;104;57;139
"086 Douglas";"80 - 84 years";55;8;32;0;0;15;96;10;19;0;0;67
;"85 years and over";28;4;9;0;0;15;108;20;11;1;0;76
;"Total";9015;5083;3548;152;104;128;9167;4819;3558;212;131;447
"087 Dripsey";"80 - 84 years";5;2;2;0;0;1;11;0;0;1;1;9
;"85 years and over";3;0;1;0;0;2;6;0;1;0;0;5
;"Total";692;389;280;5;3;15;685;329;289;14;9;44
"088 Dunderrow";"80 - 84 years";5;0;3;0;0;2;4;0;0;0;0;4
;"85 years and over";2;0;1;0;0;1;1;0;0;0;0;1
;"Total";740;408;312;7;3;10;737;385;312;7;8;25
"089 Firmount";"80 - 84 years";3;0;2;1;0;0;3;1;2;0;0;0
;"85 years and over";4;1;3;0;0;0;2;0;0;0;0;2
;"Total";297;163;124;3;1;6;280;144;121;2;0;13
"090 Glenville";"80 - 84 years";3;0;2;0;0;1;0;0;0;0;0;0
;"85 years and over";0;0;0;0;0;0;4;0;1;0;0;3
;"Total";236;127;102;3;1;3;244;126;105;3;0;10
"091 Greenfort";"80 - 84 years";2;1;1;0;0;0;4;0;1;0;0;3
;"85 years and over";1;0;1;0;0;0;3;0;1;0;0;2
;"Total";354;196;151;5;0;2;335;157;154;3;2;19
"092 Inishkenny";"80 - 84 years";9;1;5;0;0;3;13;2;3;0;0;8
;"85 years and over";8;0;4;0;0;4;13;3;2;0;0;8
;"Total";2651;1693;870;36;19;33;2663;1716;820;44;17;66
"093 Killeagh";"80 - 84 years";1;1;0;0;0;0;5;0;0;0;0;5
;"85 years and over";2;0;0;0;0;2;1;0;0;0;0;1
;"Total";298;165;117;5;3;8;277;134;117;1;1;24
"094 Knockantota";"80 - 84 years";3;1;2;0;0;0;7;0;0;0;0;7
;"85 years and over";1;0;0;0;0;1;3;0;0;0;0;3
;"Total";409;246;157;4;1;1;394;197;159;11;4;23
"095 Knockraha";"80 - 84 years";4;1;2;0;0;1;7;0;1;0;0;6
;"85 years and over";1;0;0;1;0;0;2;1;0;0;0;1
;"Total";577;333;231;8;4;1;555;297;226;10;3;19
"096 Lehenagh";"80 - 84 years";17;0;8;0;0;9;21;4;1;0;0;16
;"85 years and over";4;0;1;1;0;2;17;2;1;0;0;14
;"Total";4693;2715;1809;69;47;53;4841;2726;1775;101;83;156
"097 Matehy";"80 - 84 years";6;3;3;0;0;0;11;1;3;0;0;7
;"85 years and over";4;1;1;0;0;2;14;1;1;0;0;12
;"Total";1335;728;560;29;6;12;1244;588;557;23;7;69
"098 Monkstown Rural";"80 - 84 years";6;2;0;0;0;4;3;1;0;0;0;2
;"85 years and over";1;0;0;0;0;1;2;0;0;0;0;2
;"Total";443;218;194;11;6;14;389;181;170;12;7;19
"099 Monkstown Urban";"80 - 84 years";24;1;13;1;0;9;29;4;10;0;0;15
;"85 years and over";8;1;4;0;0;3;16;1;1;0;0;14
;"Total";2381;1314;926;55;42;44;2437;1260;921;84;41;131
"100 Ovens";"80 - 84 years";1;0;1;0;0;0;11;0;3;0;0;8
;"85 years and over";1;0;1;0;0;0;9;0;0;0;0;9
;"Total";837;458;356;11;9;3;866;445;351;18;3;49
"101 Rathcooney (part)";"80 - 84 years";20;5;10;0;0;5;45;5;8;0;0;32
;"85 years and over";10;1;2;0;0;7;37;9;1;0;0;27
;"Total";3532;1987;1419;57;25;44;3586;1871;1419;88;33;175
"102 Riverstown";"80 - 84 years";22;7;10;0;0;5;27;8;4;0;0;15
;"85 years and over";8;5;2;0;0;1;15;1;3;0;0;11
;"Total";2246;1284;874;33;26;29;2205;1150;874;57;32;92
"103 St. Mary's (part)";"80 - 84 years";17;1;9;0;0;7;28;2;8;0;0;18
;"85 years and over";17;2;9;0;0;6;34;13;2;0;0;19
;"Total";2283;1289;904;34;21;35;2328;1242;902;60;26;98
"104 Whitechurch";"80 - 84 years";7;1;4;0;0;2;12;1;3;0;0;8
;"85 years and over";2;0;2;0;0;0;7;1;0;0;0;6
;"Total";1073;568;475;12;4;14;1110;552;477;19;13;49
"105 Aultagh";"80 - 84 years";1;0;1;0;0;0;1;0;0;0;0;1
;"85 years and over";1;0;1;0;0;0;4;1;1;0;0;2
;"Total";170;99;65;4;0;2;157;75;66;2;1;13
"106 Ballingurteen";"80 - 84 years";5;1;3;0;0;1;4;0;1;0;0;3
;"85 years and over";3;1;1;0;0;1;2;0;1;0;0;1
;"Total";288;154;120;5;2;7;257;119;118;1;1;18
"107 Ballymoney";"80 - 84 years";5;1;3;0;0;1;4;0;0;0;0;4
;"85 years and over";2;0;2;0;0;0;9;3;0;0;0;6
;"Total";412;227;169;7;5;4;373;173;159;3;8;30
"108 Béal Átha an Ghaorthaidh";"80 - 84 years";2;0;1;0;0;1;3;0;1;0;0;2
;"85 years and over";0;0;0;0;0;0;2;1;0;0;0;1
;"Total";123;73;45;1;1;3;117;63;46;0;0;8
"109 Bealock";"80 - 84 years";2;0;2;0;0;0;4;0;0;0;0;4
;"85 years and over";1;1;0;0;0;0;1;0;0;0;0;1
;"Total";142;86;48;4;3;1;128;63;49;0;2;14
"110 Carrigboy";"80 - 84 years";3;1;0;0;0;2;3;0;1;0;0;2
;"85 years and over";3;0;2;0;0;1;7;2;0;0;0;5
;"Total";230;128;91;4;3;4;223;107;90;3;1;22
"111 Castletown";"80 - 84 years";2;0;2;0;0;0;4;0;1;0;0;3
;"85 years and over";1;0;1;0;0;0;3;0;0;0;0;3
;"Total";218;113;92;5;3;5;186;84;85;2;3;12
"112 Coolmountain";"80 - 84 years";5;3;0;0;0;2;4;1;0;0;0;3
;"85 years and over";5;3;0;0;0;2;3;0;0;0;0;3
;"Total";245;158;66;5;6;10;198;108;66;1;6;17
"113 Drinagh";"80 - 84 years";2;1;0;0;0;1;3;0;0;0;0;3
;"85 years and over";0;0;0;0;0;0;1;0;0;0;0;1
;"Total";113;66;43;1;0;3;93;39;44;1;1;8
"114 Dunmanway North";"80 - 84 years";11;4;6;0;0;1;13;5;4;0;0;4
;"85 years and over";4;1;1;0;0;2;12;1;1;0;0;10
;"Total";545;322;199;7;6;11;515;246;191;26;11;41
"115 Dunmanway South";"80 - 84 years";15;5;7;0;0;3;17;1;5;0;0;11
;"85 years and over";8;1;6;0;0;1;16;4;2;0;0;10
;"Total";662;378;244;19;6;15;677;343;239;20;7;68
"116 Garrown";"80 - 84 years";2;0;1;0;0;1;4;1;0;0;0;3
;"85 years and over";0;0;0;0;0;0;3;0;0;0;0;3
;"Total";148;90;51;2;3;2;114;49;48;0;2;15
"117 Kinneigh";"80 - 84 years";2;0;2;0;0;0;0;0;0;0;0;0
;"85 years and over";0;0;0;0;0;0;5;0;0;0;1;4
;"Total";198;112;74;3;2;7;183;88;76;1;2;16
"118 Manch";"80 - 84 years";2;0;2;0;0;0;1;0;0;0;0;1
;"85 years and over";1;1;0;0;0;0;0;0;0;0;0;0
;"Total";296;176;106;6;4;4;251;121;107;4;6;13
"119 Milane";"80 - 84 years";0;0;0;0;0;0;1;0;0;0;0;1
;"85 years and over";1;0;0;0;0;1;0;0;0;0;0;0
;"Total";82;46;33;2;0;1;96;52;33;1;3;7
"120 Teerelton";"80 - 84 years";4;2;2;0;0;0;4;1;1;0;0;2
;"85 years and over";0;0;0;0;0;0;3;1;0;0;0;2
;"Total";271;160;98;1;6;6;226;105;98;3;3;17
"121 Aghern";"80 - 84 years";2;1;1;0;0;0;2;0;0;0;0;2
;"85 years and over";0;0;0;0;0;0;0;0;0;0;0;0
;"Total";99;49;46;2;0;2;90;36;46;0;0;8
"122 Ballyhooly";"80 - 84 years";3;1;1;0;0;1;3;0;0;0;0;3
;"85 years and over";1;0;1;0;0;0;5;0;0;0;0;5
;"Total";308;167;121;9;3;8;298;142;118;7;5;26
"123 Ballynoe";"80 - 84 years";4;0;4;0;0;0;7;0;4;0;0;3
